START,1,2025-04-24 16:57:56.327204
END,1,2025-04-24 16:58:16.512706
START,1,2025-04-24 16:58:27.015476
STOP,1,2025-04-24 16:58:29.202968
START,1,2025-04-24 16:58:41.444089
STOP,1,2025-04-24 16:58:45.816975
HARD STOP,1,2025-04-24 16:58:53.621179
